Nº,Poço,Campo,Bacia,Localização,Operador,Gás natural (Mm³/d),mes
2,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,2086.468122,2020-09-01
3,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,1967.20200466667,2020-09-01
4,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,1951.85735333333,2020-09-01
5,9-LL-2-RJS,Tupi,Santos,Mar,NA,1911.63355766667,2020-09-01
6,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1898.60398033333,2020-09-01
7,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,1807.851414,2020-09-01
8,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,1688.28094766667,2020-09-01
9,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1575.813123,2020-09-01
10,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1564.078175,2020-09-01
11,9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,NA,1479.71365833333,2020-09-01
12,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,1479.60952566667,2020-09-01
13,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,1444.467302,2020-09-01
14,3-BRSA-883-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1390.38720033333,2020-09-01
15,3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,NA,1383.564672,2020-09-01
16,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1350.727402,2020-09-01
17,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1350.01972166667,2020-09-01
18,7-LL-51-RJS,Tupi,Santos,Mar,NA,1308.74453866667,2020-09-01
19,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1300.92553033333,2020-09-01
20,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1295.27353033333,2020-09-01
21,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,1280.22967,2020-09-01
22,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,1236.39852733333,2020-09-01
23,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1206.74239533333,2020-09-01
24,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1197.852188,2020-09-01
25,7-LL-67D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1182.56127733333,2020-09-01
26,3-BRSA-830-RJS,Tupi,Santos,Mar,NA,1155.05919366667,2020-09-01
27,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1117.199352,2020-09-01
28,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1072.997596,2020-09-01
29,3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,NA,1069.29569766667,2020-09-01
30,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,1067.506497,2020-09-01
1,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,2016.93229066667,2020-11-01
2,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,1972.43343566667,2020-11-01
3,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1653.78935833333,2020-11-01
4,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,1648.407122,2020-11-01
5,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,1630.31431833333,2020-11-01
6,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1582.992435,2020-11-01
7,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1552.071239,2020-11-01
8,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,1511.644181,2020-11-01
9,7-SPH-5-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1458.19583866667,2020-11-01
10,3-BRSA-883-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1454.61044633333,2020-11-01
11,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1346.152616,2020-11-01
12,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1342.52794033333,2020-11-01
13,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1269.827356,2020-11-01
14,7-LL-67D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1253.89774033333,2020-11-01
15,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,1235.37712966667,2020-11-01
16,7-LL-70-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1202.46791933333,2020-11-01
17,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,1161.50929166667,2020-11-01
18,7-SPH-3-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1157.85468166667,2020-11-01
19,7-SPH-17-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1138.04097533333,2020-11-01
20,7-LL-73D-RJS,Tupi,Santos,Mar,NA,1127.83256033333,2020-11-01
21,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,1119.23458833333,2020-11-01
22,7-LL-80DB-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1114.81525766667,2020-11-01
23,7-LL-102D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1095.28536466667,2020-11-01
24,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,1088.29229166667,2020-11-01
25,7-SLL-3-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1085.914377,2020-11-01
26,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1080.115473,2020-11-01
27,9-LL-12D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1066.44290866667,2020-11-01
28,7-LL-15D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1057.312075,2020-11-01
29,3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,NA,1009.37994633333,2020-11-01
30,7-LL-59-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1004.48007266667,2020-11-01
1,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,2250.71914903226,2020-12-01
2,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,1954.38294258065,2020-12-01
3,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1803.89308612903,2020-12-01
4,9-LL-2-RJS,Tupi,Santos,Mar,NA,1787.98950516129,2020-12-01
5,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1730.43321677419,2020-12-01
6,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1701.17487193548,2020-12-01
7,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1573.99318903226,2020-12-01
8,3-BRSA-883-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1382.46452387097,2020-12-01
9,7-LL-70-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1380.15633032258,2020-12-01
10,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1369.1934816129,2020-12-01
11,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,1361.73352548387,2020-12-01
12,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1357.07467064516,2020-12-01
13,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1339.60689709677,2020-12-01
14,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1330.45973419355,2020-12-01
15,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,1310.44329129032,2020-12-01
16,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,1306.14513032258,2020-12-01
17,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1221.22243870968,2020-12-01
18,7-LL-67D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1183.02411290323,2020-12-01
19,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1178.03380516129,2020-12-01
20,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,1165.93291903226,2020-12-01
21,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1160.58356741935,2020-12-01
22,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1146.18245709677,2020-12-01
23,7-SLL-3-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1109.7055316129,2020-12-01
24,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,1108.66925258064,2020-12-01
25,7-LL-102D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1084.82366354839,2020-12-01
26,7-SRR-2-RJS,Sururu,Santos,Mar,NA,1047.75446548387,2020-12-01
27,7-LL-59-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1015.43747806452,2020-12-01
28,8-LL-81D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,999.002015483871,2020-12-01
29,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,993.844201290323,2020-12-01
30,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,972.048890645161,2020-12-01
1,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1978.48335129032,2020-10-01
2,9-LL-2-RJS,Tupi,Santos,Mar,NA,1875.61220677419,2020-10-01
3,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,1813.16305935484,2020-10-01
4,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,1811.36868193548,2020-10-01
5,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,1720.99739709677,2020-10-01
6,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,1692.6674016129,2020-10-01
7,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1635.79903225806,2020-10-01
8,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,1485.25582225806,2020-10-01
9,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,1483.82219032258,2020-10-01
10,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1473.00383903226,2020-10-01
11,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,1462.94974032258,2020-10-01
12,3-BRSA-883-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1439.20790806452,2020-10-01
13,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1424.55950935484,2020-10-01
14,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1423.54298354839,2020-10-01
15,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1412.60390322581,2020-10-01
16,3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,NA,1311.49115741935,2020-10-01
17,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,1264.38157419355,2020-10-01
18,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1222.09476322581,2020-10-01
19,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,1222.0122516129,2020-10-01
20,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1201.03518,2020-10-01
21,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,1170.76810258065,2020-10-01
22,7-LL-70-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1168.39474741935,2020-10-01
23,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1163.57292580645,2020-10-01
24,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,1146.14659096774,2020-10-01
25,3-BRSA-830-RJS,Tupi,Santos,Mar,NA,1130.69282516129,2020-10-01
26,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1122.69830032258,2020-10-01
27,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1104.8937248387101,2020-10-01
28,7-LL-102D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1097.46378677419,2020-10-01
29,7-SLL-3-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1089.23582677419,2020-10-01
30,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1088.13969935484,2020-10-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,1854.12816225806,2021-01-01
2,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,1815.77549741935,2021-01-01
3,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1789.05636096774,2021-01-01
4,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1712.51991258065,2021-01-01
5,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,1689.91498451613,2021-01-01
6,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1566.63255870968,2021-01-01
7,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,1529.36953451613,2021-01-01
8,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1474.76698354839,2021-01-01
9,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,1460.91495645161,2021-01-01
10,9-LL-2-RJS,Tupi,Santos,Mar,NA,1456.32473516129,2021-01-01
11,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,1452.01172387097,2021-01-01
12,7-LL-15D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1448.65493387097,2021-01-01
13,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,1437.90796129032,2021-01-01
14,7-SPH-5-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1409.70606419355,2021-01-01
15,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1354.58689387097,2021-01-01
16,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1343.12845516129,2021-01-01
17,7-LL-70-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1339.37096064516,2021-01-01
18,7-SPH-22-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1335.83423612903,2021-01-01
19,7-SPH-17-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1329.62506774194,2021-01-01
20,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,1312.06205612903,2021-01-01
21,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,1291.21138645161,2021-01-01
22,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1290.26434709677,2021-01-01
23,3-BRSA-883-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1263.31608322581,2021-01-01
24,7-LL-60D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1233.9771483871,2021-01-01
25,7-LL-102D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1203.6735583871,2021-01-01
26,7-SPH-14D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1202.14830548387,2021-01-01
27,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,1187.08783096774,2021-01-01
28,7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1155.94688903226,2021-01-01
29,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,1141.08794548387,2021-01-01
30,7-SLL-3-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1122.94647225806,2021-01-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,2893.00657967742,2021-03-01
2,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,2017.71590548387,2021-03-01
3,9-LL-2-RJS,Tupi,Santos,Mar,NA,1849.08187645161,2021-03-01
4,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,1822.80529774193,2021-03-01
5,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1717.91123129032,2021-03-01
6,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1714.38453483871,2021-03-01
7,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,1713.13268612903,2021-03-01
8,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1665.35601064516,2021-03-01
9,7-LL-60D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1616.00334612903,2021-03-01
10,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,1586.7107583871,2021-03-01
11,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1457.74934129032,2021-03-01
12,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,1415.43167548387,2021-03-01
13,7-LL-70-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1414.88936129032,2021-03-01
14,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,1405.26817612903,2021-03-01
15,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1389.61948709677,2021-03-01
16,7-SPH-14D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1378.75279645161,2021-03-01
17,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,1369.38031129032,2021-03-01
18,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1369.29741,2021-03-01
19,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,1364.91460322581,2021-03-01
20,7-LL-67D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1360.11267612903,2021-03-01
21,7-SPH-22-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1335.03192870968,2021-03-01
22,7-SPH-17-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1331.74816193548,2021-03-01
23,7-LL-27-RJS,Tupi,Santos,Mar,NA,1267.73027354839,2021-03-01
24,7-SLL-3-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1250.02883935484,2021-03-01
25,7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1185.04415096774,2021-03-01
26,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,1149.60641032258,2021-03-01
27,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1145.29818903226,2021-03-01
28,9-LL-12D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1143.75478032258,2021-03-01
29,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1126.63247516129,2021-03-01
30,7-SRR-3D-RJS,Sururu,Santos,Mar,NA,1089.16234645161,2021-03-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,2568.94013966667,2021-04-01
2,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,2131.16424233333,2021-04-01
3,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,1879.53235233333,2021-04-01
4,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,1768.18700866667,2021-04-01
5,7-LL-67D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1748.519387,2021-04-01
6,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1739.455344,2021-04-01
7,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,1633.57574933333,2021-04-01
8,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,1632.74448366667,2021-04-01
9,9-LL-2-RJS,Tupi,Santos,Mar,NA,1614.464651,2021-04-01
10,7-SPH-22-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1605.43191666667,2021-04-01
11,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,1570.89687166667,2021-04-01
12,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,1551.070246,2021-04-01
13,9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,NA,1512.78348233333,2021-04-01
14,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1465.227541,2021-04-01
15,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,1463.63344366667,2021-04-01
16,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,1419.54931266667,2021-04-01
17,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1406.92692466667,2021-04-01
18,7-LL-60D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1397.850902,2021-04-01
19,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1347.65934666667,2021-04-01
20,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1333.12401566667,2021-04-01
21,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1283.67544066667,2021-04-01
22,7-SLL-3-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1275.498398,2021-04-01
23,7-LL-83D-RJS,Tupi,Santos,Mar,NA,1245.34839633333,2021-04-01
24,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1219.38370333333,2021-04-01
25,7-LL-70-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1201.234721,2021-04-01
26,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1169.09899133333,2021-04-01
27,9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,NA,1155.16965666667,2021-04-01
28,7-LL-102D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1151.15627266667,2021-04-01
29,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,1148.52804433333,2021-04-01
30,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1144.12652266667,2021-04-01
1,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,2122.03369774194,2021-05-01
2,7-LL-67D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1889.4898916129,2021-05-01
3,7-LL-15D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1676.14082483871,2021-05-01
4,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,1650.42022806452,2021-05-01
5,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,1649.27824645161,2021-05-01
6,7-LL-36A-RJS,Tupi,Santos,Mar,NA,1600.52073870968,2021-05-01
7,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,1579.2454716129,2021-05-01
8,7-SPH-22-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1565.48768870968,2021-05-01
9,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,1550.28920806452,2021-05-01
10,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1539.85579419355,2021-05-01
11,9-LL-20D-RJS,Tupi,Santos,Mar,NA,1490.74820612903,2021-05-01
12,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,1471.11970129032,2021-05-01
13,9-LL-2-RJS,Tupi,Santos,Mar,NA,1437.89402806452,2021-05-01
14,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,1424.08304516129,2021-05-01
15,7-LL-119D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1385.75004419355,2021-05-01
16,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,1375.91655451613,2021-05-01
17,7-SPH-14D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1355.44139387097,2021-05-01
18,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1328.89366741935,2021-05-01
19,3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,1327.86374677419,2021-05-01
20,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,1312.57704451613,2021-05-01
21,7-SPH-17-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,1308.04506193548,2021-05-01
22,7-LL-103D-RJS,Tupi,Santos,Mar,NA,1304.71444806452,2021-05-01
23,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,1246.30323225806,2021-05-01
24,9-LL-12D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1235.93437806452,2021-05-01
25,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1184.18529419355,2021-05-01
26,7-SLL-3-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1168.05174903226,2021-05-01
27,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,1155.11820064516,2021-05-01
28,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,1146.16188354839,2021-05-01
29,7-LL-102D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,1115.15009193548,2021-05-01
