Nº,Poço,Campo,Bacia,Localização,Operador,Produção (boe/d),mes
9,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,38905.3866609312,2020-06-01
10,9-LL-2-RJS,Lula,Santos,Mar,NA,38775.1239033151,2020-06-01
11,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,37609.3866261186,2020-06-01
12,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,37260.3356182315,2020-06-01
13,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,36884.2364104121,2020-06-01
14,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,36446.8056091256,2020-06-01
15,4-BRSA-711-RJS,Lula,Santos,Mar,NA,36068.0741996853,2020-06-01
16,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,35192.9815241692,2020-06-01
17,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,35025.2523182242,2020-06-01
18,7-LL-83D-RJS,Lula,Santos,Mar,NA,34302.0923766131,2020-06-01
19,7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,33974.0615657099,2020-06-01
20,7-SRR-2-RJS,Sururu,Santos,Mar,NA,33654.5542377762,2020-06-01
21,9-LL-20D-RJS,Lula,Santos,Mar,NA,33053.9959247286,2020-06-01
22,3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,NA,32756.7827528622,2020-06-01
23,7-LL-36A-RJS,Lula,Santos,Mar,NA,32737.1343487631,2020-06-01
24,7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,32660.8381965893,2020-06-01
25,9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,32047.9489521462,2020-06-01
26,7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31803.8828968601,2020-06-01
27,7-LL-113D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31735.5708743516,2020-06-01
28,7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31618.2700984787,2020-06-01
29,7-BBG-2D-RJS,Berbigão,Santos,Mar,NA,31357.6707115247,2020-06-01
30,8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,30926.5913876321,2020-06-01
1,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,68127.8190374284,2020-07-01
2,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,66564.1225048285,2020-07-01
3,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,63817.4455621606,2020-07-01
4,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,62439.3380036974,2020-07-01
5,7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,NA,53803.6262743118,2020-07-01
6,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,51287.8151053873,2020-07-01
7,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,49998.7773028576,2020-07-01
8,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,47828.461278422,2020-07-01
9,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,44261.4442562992,2020-07-01
10,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,42801.4526947575,2020-07-01
11,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,41816.1511704514,2020-07-01
12,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,39110.3104641386,2020-07-01
13,9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,NA,39031.3615887229,2020-07-01
14,9-LL-2-RJS,Lula,Santos,Mar,NA,38719.5688957674,2020-07-01
15,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,38327.4914711717,2020-07-01
16,4-BRSA-711-RJS,Lula,Santos,Mar,NA,36147.0473735163,2020-07-01
17,3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,NA,36109.5079593335,2020-07-01
18,7-SRR-2-RJS,Sururu,Santos,Mar,NA,35118.8584145104,2020-07-01
19,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,34793.7165433014,2020-07-01
20,7-LL-83D-RJS,Lula,Santos,Mar,NA,33867.6676303361,2020-07-01
21,9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,33768.0895050673,2020-07-01
22,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,33199.1087516303,2020-07-01
23,9-LL-20D-RJS,Lula,Santos,Mar,NA,32638.3642243903,2020-07-01
24,7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,32474.1114909824,2020-07-01
25,7-LL-36A-RJS,Lula,Santos,Mar,NA,32406.2297066952,2020-07-01
26,7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,32258.3788661869,2020-07-01
27,8-LL-87D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31790.9707976388,2020-07-01
28,7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31131.2090358933,2020-07-01
29,7-LL-103D-RJS,Lula,Santos,Mar,NA,31104.8239849673,2020-07-01
30,7-LL-51-RJS,Lula,Santos,Mar,NA,30516.3177824631,2020-07-01
1,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,69135.2843852285,2020-08-01
2,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,63795.8082789514,2020-08-01
3,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,63782.6460845754,2020-08-01
4,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,60370.7066795799,2020-08-01
5,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,52547.99288777,2020-08-01
6,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,51501.4599474626,2020-08-01
7,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,51498.285236879,2020-08-01
8,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,49057.3865369327,2020-08-01
9,9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,NA,45398.6944789949,2020-08-01
10,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,45287.2888773218,2020-08-01
11,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,45232.5606338495,2020-08-01
12,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,40062.073236318,2020-08-01
13,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,38608.4947122991,2020-08-01
14,9-LL-2-RJS,Tupi,Santos,Mar,NA,38441.282501548,2020-08-01
15,3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,NA,36736.9773252382,2020-08-01
16,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,36628.3832990697,2020-08-01
17,7-SRR-2-RJS,Sururu,Santos,Mar,NA,36515.3146168505,2020-08-01
18,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,34831.7755241958,2020-08-01
19,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,34663.4688154907,2020-08-01
20,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,34521.2397584651,2020-08-01
21,9-LL-12D-RJS,Tambuatá,Santos,Mar,NA,34188.8965782806,2020-08-01
22,9-LL-20D-RJS,Tupi,Santos,Mar,NA,33587.4679834501,2020-08-01
23,7-LL-36A-RJS,Tupi,Santos,Mar,NA,32992.3944340942,2020-08-01
24,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32586.330531464,2020-08-01
25,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32275.3598618933,2020-08-01
26,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32114.7826215673,2020-08-01
27,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32063.777588516,2020-08-01
28,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32022.992924545,2020-08-01
29,7-LL-103D-RJS,Tupi,Santos,Mar,NA,31708.4370896509,2020-08-01
30,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31506.1736851473,2020-08-01
1,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,69587.4925656838,2020-09-01
2,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,67391.8427199969,2020-09-01
3,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,65773.7589189885,2020-09-01
4,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,56529.9995629287,2020-09-01
5,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,53925.0594504176,2020-09-01
6,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,52316.2915457051,2020-09-01
7,9-BUZ-3-RJS,Búzios/Sul De Tupi/,Santos,Mar,NA,49819.8013079413,2020-09-01
8,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,49536.919124317,2020-09-01
9,9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,NA,46724.9464919026,2020-09-01
10,9-BUZ-4-RJS,Búzios/Tupi,Santos,Mar,NA,45156.9057380177,2020-09-01
11,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,41636.4370425251,2020-09-01
12,9-LL-2-RJS,Tupi,Santos,Mar,NA,39753.685054048,2020-09-01
13,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,38892.7335738538,2020-09-01
14,7-SPH-20D-SPS,Sudoeste De Sapinhoá,Santos,Mar,NA,38618.2401748211,2020-09-01
15,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,36381.7397093363,2020-09-01
16,7-SRR-2-RJS,Sururu,Santos,Mar,NA,36167.8352009093,2020-09-01
17,3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,NA,35663.5478685008,2020-09-01
18,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,35108.3488515316,2020-09-01
19,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,34005.6998677064,2020-09-01
20,9-LL-20D-RJS,Tupi,Santos,Mar,NA,33556.5449591202,2020-09-01
21,3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,NA,33347.404216508,2020-09-01
22,9-LL-12D-RJS,Anc_Tupi/,Santos,Mar,NA,33266.9294248675,2020-09-01
23,7-LL-36A-RJS,Tupi,Santos,Mar,NA,33221.5820374961,2020-09-01
24,7-LL-103D-RJS,Tupi,Santos,Mar,NA,32601.2561074839,2020-09-01
25,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32015.0417250108,2020-09-01
26,7-LL-51-RJS,Tupi,Santos,Mar,NA,31787.2763895426,2020-09-01
27,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31299.2985009185,2020-09-01
28,7-LL-67D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31124.7220778181,2020-09-01
29,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30760.1143591585,2020-09-01
30,7-LL-83D-RJS,Tupi,Santos,Mar,NA,30186.4985101441,2020-09-01
1,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,65227.5593789401,2020-11-01
2,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,57258.2962644741,2020-11-01
3,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,54686.3421254229,2020-11-01
4,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,52926.5290754402,2020-11-01
5,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,46946.4965411363,2020-11-01
6,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,39896.32309251,2020-11-01
7,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,38847.0722641619,2020-11-01
8,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,37935.8249284142,2020-11-01
9,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,36601.3048077505,2020-11-01
10,9-LL-20D-RJS,Tupi,Santos,Mar,NA,35264.5248967297,2020-11-01
11,7-LL-36A-RJS,Tupi,Santos,Mar,NA,35135.0874292769,2020-11-01
12,7-SRR-2-RJS,Sururu,Santos,Mar,NA,34989.4879197372,2020-11-01
13,7-LL-103D-RJS,Tupi,Santos,Mar,NA,33969.8030393664,2020-11-01
14,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,33874.6567061078,2020-11-01
15,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,33610.6388954761,2020-11-01
16,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,33038.1491509815,2020-11-01
17,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32314.4707466218,2020-11-01
18,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32181.0617694355,2020-11-01
19,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,32048.2832807069,2020-11-01
20,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31818.2858279489,2020-11-01
21,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,31467.4054791419,2020-11-01
22,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30955.3695390035,2020-11-01
23,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,30952.500167517,2020-11-01
24,7-LL-59-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,29622.5447066359,2020-11-01
25,7-LL-73D-RJS,Tupi,Santos,Mar,NA,29598.9142993035,2020-11-01
26,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,29474.9436327919,2020-11-01
27,7-LL-28D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,29215.6371267665,2020-11-01
28,7-LL-70-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,28850.3544423059,2020-11-01
29,7-SPH-3-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,28674.3488276113,2020-11-01
30,7-LL-91-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,28510.7496912203,2020-11-01
1,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,66570.2305941017,2020-12-01
2,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,NA,62384.0753028956,2020-12-01
3,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,43729.3808122276,2020-12-01
4,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,43480.269993865,2020-12-01
5,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,41247.9673663759,2020-12-01
6,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,41027.6188468317,2020-12-01
7,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,37444.4246159962,2020-12-01
8,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,37414.8405372696,2020-12-01
9,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,37098.4844674498,2020-12-01
10,7-LL-36A-RJS,Tupi,Santos,Mar,NA,37072.6839103063,2020-12-01
11,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,36768.6013354337,2020-12-01
12,7-LL-103D-RJS,Tupi,Santos,Mar,NA,36532.0483154884,2020-12-01
13,9-LL-2-RJS,Tupi,Santos,Mar,NA,36448.652104116,2020-12-01
14,7-SRR-2-RJS,Sururu,Santos,Mar,NA,36322.0286196094,2020-12-01
15,9-LL-20D-RJS,Tupi,Santos,Mar,NA,35380.9424813566,2020-12-01
16,4-BRSA-711-RJS,Tupi,Santos,Mar,NA,34864.5841632936,2020-12-01
17,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,33286.9628658402,2020-12-01
18,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,33144.6310881015,2020-12-01
19,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,33078.261534427,2020-12-01
20,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,32623.5656913054,2020-12-01
21,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31860.5549575529,2020-12-01
22,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,31346.2863963988,2020-12-01
23,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,31291.1241398048,2020-12-01
24,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31171.184292621,2020-12-01
25,7-LL-70-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,31037.1544655358,2020-12-01
26,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30871.4773904506,2020-12-01
27,7-LL-28D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,30545.8365404984,2020-12-01
28,7-LL-59-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,29664.3942052759,2020-12-01
29,7-SPH-7D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,29280.1173746366,2020-12-01
30,7-LL-113D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,NA,29022.3023824158,2020-12-01
1,7-BUZ-24D-RJS,Búzios/7-Buz-24D-Rjs,Santos,Mar,NA,61184.9371236858,2020-10-01
2,7-BUZ-10-RJS,Búzios/7-Buz-10-Rjs,Santos,Mar,NA,58841.1816479058,2020-10-01
3,7-BUZ-12-RJS,Búzios/7-Buz-12-Rjs,Santos,Mar,NA,58767.1131436045,2020-10-01
4,7-BUZ-30-RJS,Búzios/7-Buz-30-Rjs,Santos,Mar,NA,51687.2619392032,2020-10-01
5,7-BUZ-14DA-RJS,Búzios/7-Buz-14Da-Rjs,Santos,Mar,NA,48181.883677409,2020-10-01
6,7-BUZ-23-RJS,Búzios/7-Buz-23-Rjs,Santos,Mar,NA,47652.8350853563,2020-10-01
7,9-BUZ-3-RJS,Búzios/9-Buz-3-Rjs,Santos,Mar,NA,47002.2473625079,2020-10-01
8,7-BUZ-31D-RJS,Búzios/7-Buz-31D-Rjs,Santos,Mar,NA,43056.9988043964,2020-10-01
9,9-BUZ-4-RJS,Búzios/9-Buz-4-Rjs,Santos,Mar,NA,42533.3836890599,2020-10-01
10,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/9-Atp-1-Rjs,Santos,Mar,NA,41750.0983736375,2020-10-01
11,3-BRSA-1064-RJS,Búzios/3-Brsa-1064-Rjs,Santos,Mar,NA,39515.7118062993,2020-10-01
12,9-LL-2-RJS,9-Ll-2-Rjs,Santos,Mar,NA,39201.3926752162,2020-10-01
13,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/7-Sph-20D-Sps,Santos,Mar,NA,39015.0700190907,2020-10-01
14,3-BRSA-1305A-RJS,3-Brsa-1305A-Rjs,Santos,Mar,NA,38222.7489330558,2020-10-01
15,7-BUZ-25-RJS,Búzios/7-Buz-25-Rjs,Santos,Mar,NA,38000.6019579934,2020-10-01
16,9-BUZ-1-RJS,Búzios/9-Buz-1-Rjs,Santos,Mar,NA,36994.2863570267,2020-10-01
17,9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/9-Ll-12D-Rjs,Santos,Mar,NA,34216.5889804179,2020-10-01
18,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/7-Sph-17-Sps,Santos,Mar,NA,33703.2927893974,2020-10-01
19,7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/7-Ll-80Db-Rjs,Santos,Mar,NA,33609.4745414044,2020-10-01
20,3-BRSA-1184-RJS,Búzios/3-Brsa-1184-Rjs,Santos,Mar,NA,33236.3911783794,2020-10-01
21,7-SRR-2-RJS,7-Srr-2-Rjs,Santos,Mar,NA,32485.8163789898,2020-10-01
22,7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/7-Sll-5-Rjs,Santos,Mar,NA,32226.6306545626,2020-10-01
23,7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/7-Sll-2-Rjs,Santos,Mar,NA,32226.5487510915,2020-10-01
24,7-LL-61-RJS,Anc_Tupi/Sul De Tupi/7-Ll-61-Rjs,Santos,Mar,NA,32224.6783482629,2020-10-01
25,8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/8-Ll-87D-Rjs,Santos,Mar,NA,32053.4116204792,2020-10-01
26,7-LL-66-RJS,Anc_Tupi/Sul De Tupi/7-Ll-66-Rjs,Santos,Mar,NA,31639.0713930988,2020-10-01
27,7-LL-70-RJS,Anc_Tupi/Sul De Tupi/7-Ll-70-Rjs,Santos,Mar,NA,31011.4003008135,2020-10-01
28,7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/7-Ll-15D-Rjs,Santos,Mar,NA,30765.3296600855,2020-10-01
29,4-BRSA-711-RJS,4-Brsa-711-Rjs,Santos,Mar,NA,30536.1648335735,2020-10-01
30,9-BUZ-7-RJS,Búzios/9-Buz-7-Rjs,Santos,Mar,NA,30177.0595100927,2020-10-01
1,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,59017.9589046071,2021-01-01
2,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,58999.4349982181,2021-01-01
3,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,53583.8497115385,2021-01-01
4,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,52635.9259147478,2021-01-01
5,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,49381.1168794161,2021-01-01
6,7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,NA,48315.7595421192,2021-01-01
7,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,47307.4736216486,2021-01-01
8,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,43376.1163625435,2021-01-01
9,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,39296.3756479063,2021-01-01
10,7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,NA,38382.6183526569,2021-01-01
11,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,38189.3907228237,2021-01-01
12,9-LL-20D-RJS,Tupi,Santos,Mar,NA,37942.8579129438,2021-01-01
13,7-LL-36A-RJS,Tupi,Santos,Mar,NA,36856.7777131315,2021-01-01
14,7-SPH-22-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,36785.2570647753,2021-01-01
15,7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,NA,36685.8710100142,2021-01-01
16,9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,NA,36624.243956848,2021-01-01
17,7-LL-103D-RJS,Tupi,Santos,Mar,NA,36290.8164337092,2021-01-01
18,7-SRR-2-RJS,Sururu,Santos,Mar,NA,36250.6760857007,2021-01-01
19,7-LL-15D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,36078.5334876718,2021-01-01
20,3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,NA,35464.0147411374,2021-01-01
21,9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,NA,34169.7185904917,2021-01-01
22,7-LL-80DB-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,33122.6795923613,2021-01-01
23,7-LL-84D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,32430.924636979,2021-01-01
24,3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,NA,32424.4712959769,2021-01-01
25,7-LL-61-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,31712.1950137363,2021-01-01
26,8-LL-87D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,31484.5138823893,2021-01-01
27,9-LL-12D-RJS,NA,Santos,Mar,NA,31112.6724808993,2021-01-01
28,7-SLL-5-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,31066.5335390648,2021-01-01
29,7-LL-28D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,31043.8831947094,2021-01-01
30,7-LL-66-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,NA,30975.5144127526,2021-01-01
1,7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,NA,66562.309818108,2021-03-01
2,7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,NA,65016.5287177067,2021-03-01
3,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,62121.2461735623,2021-03-01
4,9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,NA,59415.5799770135,2021-03-01
5,9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,NA,53781.9943658467,2021-03-01
6,7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,NA,53206.1198345638,2021-03-01
7,7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,NA,49324.4667621796,2021-03-01
8,7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,NA,48295.7069968293,2021-03-01
9,9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,NA,45503.2237296536,2021-03-01
10,7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,NA,45234.6730847987,2021-03-01
